DD,MM,YYYY,Type,DocRef,CustomerID,ProductID,Quantity,Amount,Cost
20,8,2014,Cash On Delivery,921841,CASH,43839,36,502.72,317.46
20,8,2014,Cash On Delivery,921842,CASH,40356,300,1440,1039.36
21,8,2014,Cash On Delivery,921843,CASH,10379,2,19.2,11.27
21,8,2014,Cash On Delivery,921843,CASH,46545,1,380,197.81
21,8,2014,Cash On Delivery,921844,CASH,45934,200,1125.12,775.97
23,8,2014,Cash On Delivery,921845,CASH,45089,1,5,1.74
23,8,2014,Cash On Delivery,921845,CASH,40724,4,18,10.71
23,8,2014,Cash On Delivery,921845,CASH,40726,3,34.4,22.51
25,8,2014,Cash On Delivery,921846,CASH,43698,4,18,12.42
25,8,2014,Cash On Delivery,921846,CASH,44807,25,50,16.59
25,8,2014,Cash On Delivery,921846,CASH,43544,3,69,26.87
25,8,2014,Cash On Delivery,921846,CASH,40931,1,75,44.25
28,8,2014,Cash On Delivery,921847,CASH,45683,1,150,46.09
28,8,2014,Cash On Delivery,921848,CASH,45934,500,2789.76,1930.93
28,8,2014,Cash On Delivery,921848,CASH,30262,510,3063.36,1934.53
28,8,2014,Cash On Delivery,921849,CASH,45934,200,1143.04,779.73
29,8,2014,Cash On Delivery,921850,CASH,43544,2,46,17.74
29,8,2014,Cash On Delivery,921850,CASH,44239,1,60,29.9
1,9,2014,Cash On Delivery,921851,CASH,45552,2,770,269.37
2,9,2014,Cash On Delivery,921852,CASH,43496,2,3,1.44
2,9,2014,Cash On Delivery,921852,CASH,44643,0,10,5.32
2,9,2014,Cash On Delivery,921852,CASH,43544,2,28,17.93
2,9,2014,Cash On Delivery,921853,CASH,10606,1,160,96.87
2,9,2014,Cash On Delivery,921854,CASH,45128,2,8,4.32
2,9,2014,Cash On Delivery,921854,CASH,40016,1,78,65.65
6,9,2014,Cash On Delivery,921855,CASH,45934,240,1253.1,935.67
6,9,2014,Cash On Delivery,921855,CASH,30262,270,1642.2,1034.34
6,9,2014,Cash On Delivery,921856,CASH,45028,1,10,7.38
6,9,2014,Cash On Delivery,921856,CASH,45128,3,12,6.5
6,9,2014,Cash On Delivery,921856,CASH,43698,4,20,12.43
6,9,2014,Cash On Delivery,921856,CASH,44237,1,37,22.41
6,9,2014,Cash On Delivery,921856,CASH,40737,1,45,18.43
8,9,2014,Cash On Delivery,921857,CASH,44544,0,96,55.24
8,9,2014,Cash On Delivery,921858,CASH,45128,12,60,25.99
9,9,2014,Cash On Delivery,921859,CASH,40260,2,1.6,0.76
9,9,2014,Cash On Delivery,921859,CASH,44643,0,23,12.23
9,9,2014,Cash On Delivery,921859,CASH,44544,0,35,23.01
10,9,2014,Cash On Delivery,921860,CASH,45547,12,3420,1039.17
10,9,2014,Cash On Delivery,9218601,CASH,45982,2,740,425.45
13,9,2014,Cash On Delivery,921861,CASH,10379,10,110,56.44
15,9,2014,Cash On Delivery,921862,CASH,10366,1,10,6.02
15,9,2014,Cash On Delivery,921862,CASH,10150,1,20,14.32
15,9,2014,Cash On Delivery,921862,CASH,42896,20,30,10.78
15,9,2014,Cash On Delivery,921862,CASH,10151,1,40,17.26
15,9,2014,Cash On Delivery,921863,CASH,44544,1,375,117.38
18,9,2014,Cash On Delivery,921864,CASH,10625,1,10,3.72
18,9,2014,Cash On Delivery,921864,CASH,40726,1,12,7.5
18,9,2014,Cash On Delivery,921865,CASH,41303,5,50,14.25
18,9,2014,Cash On Delivery,921865,CASH,43698,13,52,40.38
19,9,2014,Cash On Delivery,921866,CASH,43901,1,20,15.42
19,9,2014,Cash On Delivery,921866,CASH,44489,1,23,16.75
19,9,2014,Cash On Delivery,921866,CASH,44237,1,50,22.41
19,9,2014,Cash On Delivery,921867,CASH,10070,4,6,4.53
19,9,2014,Cash On Delivery,921867,CASH,44239,1,60,29.9
22,9,2014,Cash On Delivery,921868,CASH,45443,1,10,2.99
22,9,2014,Cash On Delivery,921868,CASH,41303,3,30,8.55
22,9,2014,Cash On Delivery,921868,CASH,45442,6,60,17.7
23,9,2014,Cash On Delivery,921869,CASH,30262,30,176.64,114.93
23,9,2014,Cash On Delivery,921870,CASH,43544,2,40,17.94
23,9,2014,Cash On Delivery,921870,CASH,44241,1,75,41.86
20,9,2014,Cash On Delivery,921871,CASH,10379,1,8.42,5.65
20,9,2014,Cash On Delivery,921871,CASH,30262,30,186.88,114.93
24,9,2014,Cash On Delivery,921872,CASH,43544,3,60,26.9
24,9,2014,Cash On Delivery,921873,CASH,10382,2,15,10.55
24,9,2014,Cash On Delivery,921873,CASH,40917,1,40,19.43
24,9,2014,Cash On Delivery,921873,CASH,40914,1,70,36.17
24,9,2014,Cash On Delivery,921873,CASH,40931,1,75,44.25
26,9,2014,Cash On Delivery,921874,CASH,43602,1,4,2.76
26,9,2014,Cash On Delivery,921874,CASH,45535,3,345,117.18
26,9,2014,Cash On Delivery,921875,CASH,44544,0,35,23.23
1,10,2014,Cash On Delivery,921876,CASH,43839,12,152.1,102.77
1,10,2014,Cash On Delivery,921877,CASH,44886,1,4,1.39
1,10,2014,Cash On Delivery,921877,CASH,44523,2,8,2.82
2,10,2014,Cash On Delivery,921878,CASH,44239,1,60,29.9
8,10,2014,Cash On Delivery,921879,CASH,41302,5,40,14.25
11,10,2014,Cash On Delivery,921880,CASH,30262,210,1248,790.38
10,10,2014,Cash On Delivery,921881,CASH,30195,1,22,6.09
10,10,2014,Cash On Delivery,921881,CASH,44489,1,35,17.25
10,10,2014,Cash On Delivery,921882,CASH,40004,2,50,38.81
14,10,2014,Cash On Delivery,921883,CASH,30262,30,179.52,114.57
16,10,2014,Cash On Delivery,921884,CASH,45443,5,40,14.95
16,10,2014,Cash On Delivery,921884,CASH,30262,10,60.16,38.21
16,10,2014,Cash On Delivery,921884,CASH,40931,1,80,44.25
16,10,2014,Cash On Delivery,921884,CASH,40476,6,180,139.93
16,10,2014,Cash On Delivery,921885,CASH,45492,10,15,7.42
16,10,2014,Cash On Delivery,921885,CASH,10022,2,16,7.38
16,10,2014,Cash On Delivery,921885,CASH,45132,4,28,10.06
17,10,2014,Cash On Delivery,921886,CASH,40860,1,7,3.41
17,10,2014,Cash On Delivery,921886,CASH,40861,1,10,5.63
17,10,2014,Cash On Delivery,921886,CASH,45443,7,49,20.93
17,10,2014,Cash On Delivery,921886,CASH,43621,2,64,45.7
20,10,2014,Cash On Delivery,921887,CASH,44013,3,56.1,21.77
24,10,2014,Cash On Delivery,921888,CASH,40051,1,160,103.58
24,10,2014,Cash On Delivery,921888,CASH,43621,6,192,137.1
28,10,2014,Cash On Delivery,921889,CASH,44239,1,43,29.9
28,10,2014,Cash On Delivery,921889,CASH,44240,1,59,33.97
28,10,2014,Cash On Delivery,921889,CASH,10151,2,60,34.53
30,10,2014,Cash On Delivery,921890,CASH,45534,1,130,43.03
30,10,2014,Cash On Delivery,921891,CASH,40804,17,14.96,11.02
30,10,2014,Cash On Delivery,921891,CASH,43544,2,35,17.94
1,11,2014,Cash On Delivery,921892,CASH,45443,2,10,5.98
3,11,2014,Cash On Delivery,921893,CASH,40071,30,144,106.34
6,11,2014,Cash On Delivery,921894,CASH,44895,5,155,96.28
6,11,2014,Cash On Delivery,921894,CASH,40917,5,170,97.16
6,11,2014,Cash On Delivery,921894,CASH,44237,5,175,112.04
6,11,2014,Cash On Delivery,921894,CASH,40911,5,185,118.46
6,11,2014,Cash On Delivery,921894,CASH,44238,5,190,130.73
6,11,2014,Cash On Delivery,921894,CASH,40912,5,200,134.45
6,11,2014,Cash On Delivery,921894,CASH,40913,5,225,160.54
6,11,2014,Cash On Delivery,921894,CASH,44240,5,265,169.83
6,11,2014,Cash On Delivery,921894,CASH,40914,5,295,180.86
6,11,2014,Cash On Delivery,921894,CASH,40931,5,315,221.23
6,11,2014,Cash On Delivery,921894,CASH,40191,200,780,336
3,11,2014,Cash On Delivery,921895,CASH,46491,2,240,154.16
4,11,2014,Cash On Delivery,921896,CASH,30239,1,11,5.99
4,11,2014,Cash On Delivery,921897,CASH,42900,1,1.2,0.61
4,11,2014,Cash On Delivery,921897,CASH,10211,1,1.2,0.69
4,11,2014,Cash On Delivery,921897,CASH,43501,1,50,30.7
4,11,2014,Cash On Delivery,921897,CASH,40070,2,60,22.23
4,11,2014,Cash On Delivery,921898,CASH,43318,3,9,5.81
4,11,2014,Cash On Delivery,921898,CASH,43544,2,30,17.93
5,11,2014,Cash On Delivery,921899,CASH,45927,50,604.8,419.94
8,11,2014,Cash On Delivery,921900,CASH,40071,30,144,106.34
10,11,2014,Cash On Delivery,921901,CASH,40356,30,144,103.94
10,11,2014,Cash On Delivery,921902,CASH,44886,1,5,1.39
10,11,2014,Cash On Delivery,921902,CASH,44884,2,10,2.81
10,11,2014,Cash On Delivery,921903,CASH,40621,2,23,10.88
12,11,2014,Cash On Delivery,921904,CASH,44886,100,300,138.95
12,11,2014,Cash On Delivery,921905,CASH,44643,0,15,10.64
13,11,2014,Cash On Delivery,921906,CASH,43806,2,15,8
13,11,2014,Cash On Delivery,921906,CASH,45534,2,260,86.78
17,11,2014,Cash On Delivery,921907,CASH,45542,50,6250,4706.3
17,11,2014,Cash On Delivery,921908,CASH,44408,1,333.7,258.45
19,11,2014,Cash On Delivery,921909,CASH,10366,20,180,118.17
21,11,2014,Cash On Delivery,921910,CASH,40857,2,4,1.9
21,11,2014,Cash On Delivery,921911,CASH,10102,2,40,17.94
21,11,2014,Cash On Delivery,921911,CASH,44018,1,50,30.75
21,11,2014,Cash On Delivery,921912,CASH,43317,2,10,2.22
21,11,2014,Cash On Delivery,921912,CASH,43792,2,10,3.39
1,12,2014,Cash On Delivery,921913,CASH,10211,3,3.9,2.08
1,12,2014,Cash On Delivery,921913,CASH,44643,0,20,15.95
1,12,2014,Cash On Delivery,921913,CASH,10625,3,30,11.15
1,12,2014,Cash On Delivery,921913,CASH,43544,2,30,17.94
1,12,2014,Cash On Delivery,921913,CASH,45576,2,30,15.76
1,12,2014,Cash On Delivery,921913,CASH,40917,1,40,19.43
1,12,2014,Cash On Delivery,921914,CASH,45540,10,1050,554.26
1,12,2014,Cash On Delivery,921915,CASH,10019,1,10,3.9
1,12,2014,Cash On Delivery,921915,CASH,10366,1,10,6.01
1,12,2014,Cash On Delivery,921915,CASH,30194,1,11,6.49
1,12,2014,Cash On Delivery,921915,CASH,40621,1,13,5.44
1,12,2014,Cash On Delivery,921915,CASH,40225,1,13,7.23
1,12,2014,Cash On Delivery,921915,CASH,45128,4,19.2,9.47
1,12,2014,Cash On Delivery,921915,CASH,41300,0,22,15.99
1,12,2014,Cash On Delivery,921915,CASH,30239,3,30,17.99
1,12,2014,Cash On Delivery,921915,CASH,40857,41,102.5,38.91
1,12,2014,Cash On Delivery,921915,CASH,44807,48,120,31.86
2,12,2014,Cash On Delivery,921916,CASH,44895,1,35,19.26
2,12,2014,Cash On Delivery,921916,CASH,40917,1,35,19.43
2,12,2014,Cash On Delivery,921916,CASH,44237,1,45,22.41
2,12,2014,Cash On Delivery,921916,CASH,40913,1,60,32.11
2,12,2014,Cash On Delivery,921916,CASH,40914,1,70,36.17
3,12,2014,Cash On Delivery,921917,CASH,10222,2,2.4,1.26
3,12,2014,Cash On Delivery,921917,CASH,46387,3,4.5,2.21
3,12,2014,Cash On Delivery,921917,CASH,40725,8,96,38.1
3,12,2014,Cash On Delivery,921917,CASH,44076,5,350,185.8
3,12,2014,Cash On Delivery,921918,CASH,30347,1,125,74.38
7,12,2014,Cash On Delivery,921919,CASH,10341,60,228.96,131.4
7,12,2014,Cash On Delivery,921919,CASH,10380,60,548.79,330.17
8,12,2014,Cash On Delivery,921920,CASH,30262,60,365.12,223.89
8,12,2014,Cash On Delivery,921921,CASH,40621,2,18,10.88
8,12,2014,Cash On Delivery,921921,CASH,46368,2,60,31.24
8,12,2014,Cash On Delivery,921921,CASH,43501,2,70,61.41
8,12,2014,Cash On Delivery,921922,CASH,45540,8,840,443.41
11,12,2014,Cash On Delivery,921923,CASH,43544,2,30,17.93
11,12,2014,Cash On Delivery,921923,CASH,40931,1,80,44.25
11,12,2014,Cash On Delivery,921924,CASH,30033,22,26.4,15.68
11,12,2014,Cash On Delivery,921924,CASH,44807,78,93.6,51.78
11,12,2014,Cash On Delivery,921925,CASH,30338,1,253.8,199.76
12,12,2014,Cash On Delivery,921926,CASH,43544,3,105,26.9
12,12,2014,Cash On Delivery,921927,CASH,43698,25,97.5,79.75
12,12,2014,Cash On Delivery,921927,CASH,46642,2,187,146.1
12,12,2014,Cash On Delivery,921927,CASH,40931,3,189,132.74
12,12,2014,Cash On Delivery,921927,CASH,44238,5,190,130.73
12,12,2014,Cash On Delivery,921927,CASH,40913,5,225,160.54
12,12,2014,Cash On Delivery,921927,CASH,46641,2,235,183.62
12,12,2014,Cash On Delivery,921927,CASH,40914,5,275,180.86
12,12,2014,Cash On Delivery,921927,CASH,46645,2,283,221.93
12,12,2014,Cash On Delivery,921927,CASH,44240,10,530,339.67
16,12,2014,Cash On Delivery,921928,CASH,43544,1,15,8.97
16,12,2014,Cash On Delivery,921928,CASH,40914,1,60,36.17
19,12,2014,Cash On Delivery,921929,CASH,30347,1,125,74.39
20,12,2014,Cash On Delivery,921930,CASH,44130,4,4.8,2.26
20,12,2014,Cash On Delivery,921930,CASH,10022,2,18,7.38
20,12,2014,Cash On Delivery,921930,CASH,44237,1,49,22.41
20,12,2014,Cash On Delivery,921930,CASH,44238,1,55,26.15
20,12,2014,Cash On Delivery,921930,CASH,40912,2,80,53.78
22,12,2014,Cash On Delivery,921931,CASH,43839,15,178.24,178.24
22,12,2014,Cash On Delivery,9219311,CASH,30194,1,12.48,6.49
23,12,2014,Cash On Delivery,921932,CASH,10102,2,60,17.94
23,12,2014,Cash On Delivery,921932,CASH,30262,10,63.49,36.42
23,12,2014,Cash On Delivery,921933,CASH,10379,40,344,218.3
29,12,2014,Cash On Delivery,921934,CASH,43283,1,15,8.48
29,12,2014,Cash On Delivery,921935,CASH,30262,1020,5868.16,3714.9
31,12,2014,Cash On Delivery,921936,CASH,30262,60,357.76,218.52
31,12,2014,Cash On Delivery,921937,CASH,40069,1,192,88.73
31,12,2014,Cash On Delivery,921938,CASH,43838,12,445.12,286.52
2,1,2015,Cash On Delivery,921939,CASH,40724,2,14,5.36
2,1,2015,Cash On Delivery,921939,CASH,44238,1,50,26.15
2,1,2015,Cash On Delivery,921939,CASH,46645,1,160,110.96
2,1,2015,Cash On Delivery,921940,CASH,30262,30,174.72,109.49
2,1,2015,Cash On Delivery,921941,CASH,30262,200,1200,729.95
5,1,2015,Cash On Delivery,921942,CASH,45534,1,135,43.39
9,1,2015,Cash On Delivery,921943,CASH,10386,2,40,30.61
10,1,2015,Cash On Delivery,921944,CASH,10022,1,15,3.69
14,1,2015,Cash On Delivery,921945,CASH,40917,1,45,19.43
14,1,2015,Cash On Delivery,921945,CASH,44237,1,55,22.41
13,1,2015,Cash On Delivery,921946,CASH,10362,216,1182.72,807.85
15,1,2015,Cash On Delivery,921947,CASH,30262,20,115.2,70.08
15,1,2015,Cash On Delivery,921947,CASH,10362,27,147.84,100.98
15,1,2015,Cash On Delivery,921948,CASH,43318,3,12,5.81
16,1,2015,Cash On Delivery,921949,CASH,40356,30,144,109.01
21,1,2015,Cash On Delivery,921950,CASH,43838,12,435.84,275.88
23,1,2015,Cash On Delivery,921951,CASH,10394,15,300,171.88
22,1,2015,Cash On Delivery,921952,CASH,30262,13,73.6,45.55
24,1,2015,Cash On Delivery,921953,CASH,40931,1,80,44.25
28,1,2015,Cash On Delivery,921954,CASH,45852,24,60,15.86
28,1,2015,Cash On Delivery,921954,CASH,40857,24,60,22.78
28,1,2015,Cash On Delivery,921954,CASH,44115,48,120,36.43
28,1,2015,Cash On Delivery,921954,CASH,30033,48,120,34.2
2,2,2015,Cash On Delivery,921955,CASH,10151,2,90,34.53
2,2,2015,Cash On Delivery,921955,CASH,45028,10,100,73.75
2,2,2015,Cash On Delivery,921956,CASH,30347,1,125,75.06
3,2,2015,Cash On Delivery,921957,CASH,44286,30,330,157.81
3,2,2015,Cash On Delivery,921957,CASH,10031,10,330,137
3,2,2015,Cash On Delivery,921958,CASH,45089,2,10,3.47
3,2,2015,Cash On Delivery,921958,CASH,10151,3,135,51.79
3,2,2015,Cash On Delivery,921959,CASH,45553,1,220,126.53
3,2,2015,Cash On Delivery,921959,CASH,45552,2,480,269.37
3,2,2015,Cash On Delivery,921960,CASH,30265,1,53,35.48
3,2,2015,Cash On Delivery,921960,CASH,45821,2,68,43.23
3,2,2015,Cash On Delivery,921960,CASH,30244,2,82,53.34
3,2,2015,Cash On Delivery,921960,CASH,40766,2,90,61.65
3,2,2015,Cash On Delivery,921960,CASH,10106,2,118,73.14
3,2,2015,Cash On Delivery,921960,CASH,40912,3,120,80.67
3,2,2015,Cash On Delivery,921960,CASH,10252,2,136,81.61
3,2,2015,Cash On Delivery,921960,CASH,44238,5,190,130.72
3,2,2015,Cash On Delivery,921960,CASH,40913,5,225,160.54
3,2,2015,Cash On Delivery,921960,CASH,44240,5,265,169.84
3,2,2015,Cash On Delivery,921960,CASH,40914,5,275,180.86
3,2,2015,Cash On Delivery,921960,CASH,40931,5,315,221.23
3,2,2015,Cash On Delivery,921960,CASH,43621,25,725,571.26
4,2,2015,Cash On Delivery,921961,CASH,30347,1,135,75.05
4,2,2015,Cash On Delivery,921962,CASH,40914,1,70,36.17
5,2,2015,Cash On Delivery,921963,CASH,30262,200,1200,699.87
5,2,2015,Cash On Delivery,921964,CASH,30262,60,330.56,210.65
5,2,2015,Cash On Delivery,921965,CASH,46527,7,451.5,339.28
7,2,2015,Cash On Delivery,921966,CASH,43621,4,128,91.4
7,2,2015,Cash On Delivery,921967,CASH,45552,2,770,269
9,2,2015,Cash On Delivery,921968,CASH,30262,120,626.4,421.92
10,2,2015,Cash On Delivery,921969,CASH,44076,1,55,37.16
12,2,2015,Cash On Delivery,921970,CASH,41303,2,10,5.31
13,2,2015,Cash On Delivery,921971,CASH,40621,1,13,5.44
13,2,2015,Cash On Delivery,921971,CASH,40225,2,26,14.46
13,2,2015,Cash On Delivery,921971,CASH,41300,0,88,53.31
16,2,2015,Cash On Delivery,921972,CASH,30262,210,1100.4,738.36
25,2,2015,Cash On Delivery,921973,CASH,30262,150,817.92,526.08
2,3,2015,Cash On Delivery,921974,CASH,40725,1,10,4.84
2,3,2015,Cash On Delivery,921974,CASH,40860,3,21,11.16
2,3,2015,Cash On Delivery,921974,CASH,10102,2,30,17.94
2,3,2015,Cash On Delivery,921974,CASH,45577,2,30,14.18
2,3,2015,Cash On Delivery,921974,CASH,10252,1,80,40.81
2,3,2015,Cash On Delivery,921974,CASH,40861,24,288,148.05
2,3,2015,Cash On Delivery,921975,CASH,41303,2,15,5.31
2,3,2015,Cash On Delivery,921976,CASH,40289,2,300,116.97
3,3,2015,Cash On Delivery,921977,CASH,10369,120,669.9,469.39
3,3,2015,Cash On Delivery,921978,CASH,40289,5,750,292.43
3,3,2015,Cash On Delivery,921979,CASH,10369,150,893.76,586.74
5,3,2015,Cash On Delivery,921980,CASH,40861,10,120,61.69
5,3,2015,Cash On Delivery,921980,CASH,44237,3,120,67.23
9,3,2015,Cash On Delivery,921981,CASH,45110,80,200,123.29
9,3,2015,Cash On Delivery,921982,CASH,41090,1,220,120
10,3,2015,Cash On Delivery,921983,CASH,44954,2,10,2.83
10,3,2015,Cash On Delivery,921983,CASH,41998,6,19.2,3.48
10,3,2015,Cash On Delivery,921983,CASH,45534,1,120,42.42
12,3,2015,Cash On Delivery,921984,CASH,44237,5,175,112.04
12,3,2015,Cash On Delivery,921984,CASH,40911,5,185,118.46
12,3,2015,Cash On Delivery,921984,CASH,44238,5,190,130.73
12,3,2015,Cash On Delivery,921984,CASH,40913,5,225,160.54
12,3,2015,Cash On Delivery,921984,CASH,40914,5,275,180.86
12,3,2015,Cash On Delivery,921984,CASH,40931,5,315,221.23
12,3,2015,Cash On Delivery,921984,CASH,43698,200,780,627.91
14,3,2015,Cash On Delivery,921985,CASH,40868,1,7,3.92
14,3,2015,Cash On Delivery,921985,CASH,42751,1,8,4.96
14,3,2015,Cash On Delivery,921985,CASH,44643,0,9.9,7.98
14,3,2015,Cash On Delivery,921985,CASH,43448,1,12,6.41
14,3,2015,Cash On Delivery,921985,CASH,46547,1,12,9.3
14,3,2015,Cash On Delivery,921985,CASH,10102,2,30,17.94
14,3,2015,Cash On Delivery,921985,CASH,40724,8,36.86,22.23
14,3,2015,Cash On Delivery,921985,CASH,40931,1,80,44.25
19,3,2015,Cash On Delivery,921986,CASH,46387,10,12,7.35
19,3,2015,Cash On Delivery,921986,CASH,45532,1,120,49.81
19,3,2015,Cash On Delivery,921986,CASH,44076,12,660,445.91
20,3,2015,Cash On Delivery,921987,CASH,43839,360,4528.5,2953.5
23,3,2015,Cash On Delivery,921988,CASH,30262,120,682.8,452.26
23,3,2015,Cash On Delivery,921989,CASH,45492,2,2,1.6
23,3,2015,Cash On Delivery,921989,CASH,44643,0,24.9,15.96
23,3,2015,Cash On Delivery,921989,CASH,10152,1,60,24
25,3,2015,Cash On Delivery,921990,CASH,45535,1,75,39.45
25,3,2015,Cash On Delivery,921991,CASH,30262,200,1200,753.77
25,3,2015,Cash On Delivery,921992,CASH,30194,1,12,6.5
26,3,2015,Cash On Delivery,921993,CASH,45535,1,75,39.45
26,3,2015,Cash On Delivery,921994,CASH,45508,1,220,68.39
26,3,2015,Cash On Delivery,921995,CASH,40225,4,60,29.19
27,3,2015,Cash On Delivery,921996,CASH,44115,6,15,4.55
1,4,2015,Cash On Delivery,921997,CASH,10380,10,88.96,54.97
1,4,2015,Cash On Delivery,921998,CASH,30262,120,675.6,452.26
1,4,2015,Cash On Delivery,921999,CASH,45534,2,260,85.22
1,4,2015,Cash On Delivery,922000,CASH,30191,10,150,77.49
1,4,2015,Cash On Delivery,922001,CASH,40289,1,150,58.49
2,4,2015,Cash On Delivery,922002,CASH,43839,2,34,23.72
2,4,2015,Cash On Delivery,922003,CASH,40051,1,154,103.58
2,4,2015,Cash On Delivery,922004,CASH,45128,23,126.5,75.09
2,4,2015,Cash On Delivery,922005,CASH,45827,310,341,232.64
6,4,2015,Cash On Delivery,922006,CASH,41300,0,9,5.33
6,4,2015,Cash On Delivery,922006,CASH,10366,5,50,30.06
6,4,2015,Cash On Delivery,922006,CASH,44115,48,120,36.43
6,4,2015,Cash On Delivery,922007,CASH,43953,2,9,5.87
6,4,2015,Cash On Delivery,922007,CASH,44643,0,18,10.64
6,4,2015,Cash On Delivery,922007,CASH,10102,2,40,17.94
6,4,2015,Cash On Delivery,922007,CASH,30262,10,57.6,36.11
7,4,2015,Cash On Delivery,922008,CASH,40931,1,80,46.39
7,4,2015,Cash On Delivery,922008,CASH,40915,1,107,59.56
10,4,2015,Cash On Delivery,922009,CASH,45535,4,300,157.78
13,4,2015,Cash On Delivery,922010,CASH,30262,300,1828.48,1107.02
13,4,2015,Cash On Delivery,922011,CASH,45827,890,979,667.91
13,4,2015,Cash On Delivery,922012,CASH,44895,5,155,99.39
13,4,2015,Cash On Delivery,922012,CASH,40917,5,170,100.87
13,4,2015,Cash On Delivery,922012,CASH,44237,5,175,118.47
13,4,2015,Cash On Delivery,922012,CASH,40911,5,185,118.46
13,4,2015,Cash On Delivery,922012,CASH,44238,5,190,143.89
13,4,2015,Cash On Delivery,922012,CASH,40912,5,200,153.02
13,4,2015,Cash On Delivery,922012,CASH,44239,10,430,326.92
13,4,2015,Cash On Delivery,922012,CASH,44240,10,530,375.58
13,4,2015,Cash On Delivery,922012,CASH,44241,10,620,456.67
13,4,2015,Cash On Delivery,922012,CASH,40931,10,630,463.93
13,4,2015,Cash On Delivery,922012,CASH,40914,20,1000,769.14
13,4,2015,Cash On Delivery,922013,CASH,40051,1,128.8,103.58
15,4,2015,Cash On Delivery,922014,CASH,10321,40,115.2,51.31
15,4,2015,Cash On Delivery,922015,CASH,45534,1,135,42.61
15,4,2015,Cash On Delivery,922016,CASH,30055,2,359.2,211.22
16,4,2015,Cash On Delivery,922017,CASH,10380,8,71.68,43.97
16,4,2015,Cash On Delivery,922017,CASH,43839,6,82.56,48.76
16,4,2015,Cash On Delivery,922018,CASH,40051,1,128.8,103.58
16,4,2015,Cash On Delivery,922019,CASH,45534,10,800,426.12
17,4,2015,Cash On Delivery,922020,CASH,45852,3,9,1.98
17,4,2015,Cash On Delivery,922020,CASH,40621,2,13,10.88
17,4,2015,Cash On Delivery,922020,CASH,45913,3,15.9,7.7
17,4,2015,Cash On Delivery,922020,CASH,10022,2,16,7.38
21,4,2015,Cash On Delivery,922021,CASH,30262,120,664.2,443.53
21,4,2015,Cash On Delivery,922022,CASH,41998,8,8,4.64
21,4,2015,Cash On Delivery,922022,CASH,43698,4,20,12.56
21,4,2015,Cash On Delivery,922022,CASH,44128,24,24,13.6
21,4,2015,Cash On Delivery,922022,CASH,46641,1,120,91.81
23,4,2015,Cash On Delivery,922023,CASH,10313,50,75,48.16
23,4,2015,Cash On Delivery,922024,CASH,44932,5,50,20.25
23,4,2015,Cash On Delivery,922024,CASH,10025,5,50,22.06
23,4,2015,Cash On Delivery,922024,CASH,10026,5,50,22.39
23,4,2015,Cash On Delivery,922024,CASH,43698,300,1170,941.86
28,4,2015,Cash On Delivery,922025,CASH,10380,100,817.8,547.01
30,4,2015,Cash On Delivery,922026,CASH,43730,150,435,173.25
2,5,2015,Cash On Delivery,922027,CASH,45534,15,1200,640.93
2,5,2015,Cash On Delivery,922028,CASH,30262,2,10,7.39
2,5,2015,Cash On Delivery,922028,CASH,41303,4,20,10.61
2,5,2015,Cash On Delivery,922028,CASH,30119,2,60,47.31
4,5,2015,Cash On Delivery,922029,CASH,10380,5,48,27.54
4,5,2015,Cash On Delivery,922030,CASH,10022,2,20,7.38
4,5,2015,Cash On Delivery,922030,CASH,40621,3,39,16.32
4,5,2015,Cash On Delivery,922030,CASH,45852,24,60,15.86
4,5,2015,Cash On Delivery,922030,CASH,44115,24,60,18.22
4,5,2015,Cash On Delivery,922030,CASH,40501,5,65,46.51
4,5,2015,Cash On Delivery,922030,CASH,30190,5,65,44.87
6,5,2015,Cash On Delivery,922031,CASH,10380,2,24,11.02
6,5,2015,Cash On Delivery,922031,CASH,46621,1,470,289.85
7,5,2015,Cash On Delivery,922032,CASH,44932,4,52,16.2
7,5,2015,Cash On Delivery,922032,CASH,10075,200,200,80.92
